location,country,latitude,longitude,source,comments,review_date,score
London Canary Wharf,GB,51.5048954,-0.0190006,Google,worst gym ever joined. horrible cleaning conditions showers mosquito inside horrible smell. showers blocked water peoples shower going shower side. disgusting regret much refund terrible experience.,2023-11-01 18:13:52,1
London Canary Wharf,GB,51.5048954,-0.0190006,Trustpilot,"yanga sports water machine order weeks now! seems like management interested fixing whilr still charging bolt every month, acceptable gym that's expensive competitors....",2023-10-16 12:42:00,1
London Canary Wharf,GB,51.5048954,-0.0190006,Trustpilot,"pricey, flexibility able use pure gym travel lot. pause membership cancel restart there's admin charge.",2023-10-14 20:10:00,1
London Canary Wharf,GB,51.5048954,-0.0190006,Google,"one weightlifting platform that’s shared heavy duty squat rack, everything split three levels, impossible find anything towels available puregyms price level, rip off, using different gym",2023-09-29 07:09:55,1
London Canary Wharf,GB,51.5048954,-0.0190006,Google,"unfortunately particular gym seem standards gyms brand been. machines warn clearly need maintenance (see photos), main door cracked months (now repaired tape), vending machines opinionated. changing rooms area around also often smelly. staff seems hovering around without achieving much. message management: please take grip situation, moment basics covered adequately, customer feel get move value. thanks",2023-09-24 19:07:35,2
London Canary Wharf,GB,51.5048954,-0.0190006,Google,place smells body odour men. everything feels dirty. need ac air freshener. it’s also quite small,2023-09-14 07:05:58,1
London Canary Wharf,GB,51.5048954,-0.0190006,Google,changing room always smell weights floor ventilation whatsoever makes hot smelly. dumbbells never place need specific weight might need search throughout whole gym sometimes,2023-09-13 18:59:57,1
London Canary Wharf,GB,51.5048954,-0.0190006,Google,"ac works, entire gym sweaty humid hot, impossible breathe. top off, changing rooms looming smell bathrooms swarm flies.",2023-09-07 06:59:42,1
London Canary Wharf,GB,51.5048954,-0.0190006,Google,"one worst pure gyms i’ve especially considering high monthly membership gym. poor ventilation, ac doesn’t work fly infestation changing rooms. management needs really listen feedback provided members take action it!",2023-08-27 18:59:20,1
London Canary Wharf,GB,51.5048954,-0.0190006,Google,£50 month even working ac. please fix ac friggin august melting.,2023-08-23 07:01:34,1
London Canary Wharf,GB,51.5048954,-0.0190006,Google,showers changing rooms.will returning again.,2023-08-19 18:57:37,1
London Canary Wharf,GB,51.5048954,-0.0190006,Google,"stars review fake,honestly? instead spending money marketing, spend money condition gym. male shower clean awful smell. facility good condition always busy. one worst gym among pure gym.",2023-08-15 18:57:16,2
London Canary Wharf,GB,51.5048954,-0.0190006,Google,there's air con could fooled me.,2023-06-25 18:48:49,1
London Canary Wharf,GB,51.5048954,-0.0190006,Google,hot water working past weeks. going on!!!,2023-06-18 06:47:22,1
London Canary Wharf,GB,51.5048954,-0.0190006,Google,"showers disgusting, toilets dirty, fly infestation changing rooms. recommend tbh.",2023-06-03 06:46:56,1
London Canary Wharf,GB,51.5048954,-0.0190006,Google,puregym supports genocide! cancel membership found another 24hr gym!,2022-03-08 07:52:51,1
London Enfield,GB,51.6517156,-0.0786839,Trustpilot,pin number work! access gym. paid access gym today 27/04/2024 access gym. frustrating start honest!,2024-04-27 23:53:00,1
London Enfield,GB,51.6517156,-0.0786839,Trustpilot,went gym 8am morning first time qr code pin code working. pushed button assistance one came help.,2024-04-27 11:06:00,1
London Enfield,GB,51.6517156,-0.0786839,Google,worst gym ponderend stinks piss everytime air conditioning 😑,2024-04-27 06:54:54,1
London Enfield,GB,51.6517156,-0.0786839,Trustpilot,"list bothered staff first day got stuck quiet long time. qrcode working, new clients. well scanning regular clients held long time, assistant unresponsive unprofessional.",2024-04-27 01:38:00,1
London Enfield,GB,51.6517156,-0.0786839,Google,workers there/personal trainers extremely rude . aged 16-18 always give dirty looks like don’t know also rude asking things. also talk clients rude. look us like don’t belong even though pay much others. clarify workers like however alot are.,2024-04-21 18:48:21,1
London Enfield,GB,51.6517156,-0.0786839,Trustpilot,"yellow-on-blue qr codes wall work. manually entered web address signed normal email one access via mobile paid £11.99 day pass find pin get accessible via email have. changed email account settings one access asked two separate pin reminders waited minutes never came. awful experience took business elsewhere anytime fitness road, greeted actual human went great workout. date yet figured get refund day pass able use.",2024-04-20 21:45:00,1
London Enfield,GB,51.6517156,-0.0786839,Trustpilot,"first all, gym dirty pay attention cleanliness. since carpet floor gym, incredibly dusty inside ventilation work well enough. bathrooms dirty, changing rooms dirty. went plan going again.",2024-04-19 10:09:00,1
London Enfield,GB,51.6517156,-0.0786839,Google,"£33 month spend time looking weights working out. equipment scattered everywhere untidy. full annoying college kids bozos common sense. toilets filthy , gym packed 24/7.🤮 worst gym ive london.",2024-04-17 18:55:22,1
London Enfield,GB,51.6517156,-0.0786839,Google,"qr codes lobby work. bought day pass, sent pin email access to. sent two requests via website pin sent changing email. never received pin way ask help staff lobby. even tried installing app every time reached 100% said install it. terrible experience.",2024-04-15 18:50:00,1
London Enfield,GB,51.6517156,-0.0786839,Trustpilot,bought day pass pin come time! leave gym.,2024-04-11 22:49:00,1
London Enfield,GB,51.6517156,-0.0786839,Google,honestly even deserve one star. unfortunately gym gets away bare minimum lack alternative options area. spend times putting away weights look equipment actually getting workout in. good trainers left leave one else's picks classes eventually get cancelled. also way many 16-20 years old majority piss around making hard others get workout done. gym stinks needs cleaners throughout day hours early mornings. also usually antibacterial tissues stations provided end keep bringing own. price charge worth considering shambles in.,2024-03-26 05:51:18,1
London Enfield,GB,51.6517156,-0.0786839,Trustpilot,still induction want go gym,2024-03-25 09:14:00,2
London Enfield,GB,51.6517156,-0.0786839,Google,"crowded teenagers young hanging around equipment, chatting. like teenage youthclub. putting mature adults unfortunately. expensive considering get pool steamroom. pure gyms facilities.",2024-03-18 17:41:37,2
London Enfield,GB,51.6517156,-0.0786839,Trustpilot,pin code sent joining gym working,2024-03-10 13:22:00,1
London Enfield,GB,51.6517156,-0.0786839,Trustpilot,"weights everywhere floor, benches six pairs dumbbells around floor. kicked kettle bell dumbbell area class start another minutes able finish set. disabled toilets soaked wee back tank brown bits sink, mens toilets toilet paper. pure gym locations meet expectation pure gym is. cancel membership month",2024-03-07 09:54:00,2
London Enfield,GB,51.6517156,-0.0786839,Trustpilot,"hello, good evening, new member club today problem entered club password work entered app saw charged more. initial registration fee 25.99 told pay 32.99. please email explain happened. thank you. interesting thing, wanted name mother test, conditions 25.99, means price increase explanation given, clear question me.",2024-03-02 19:23:00,1
London Enfield,GB,51.6517156,-0.0786839,Trustpilot,"thank feedback regarding air conditioning gym. recently made slight changes area, looking improving energy efficiency. control energy usage, also look reduce carbon footprint. law, requirement provide certain amount fresh air based occupancy levels, ventilation system increases decreases different times throughout day night, making sure meet requirements provide good air movement around gyms. levels based size gym, occupancy levels, regularly monitored. regards temperature gym, use air conditioning units heat air drops 17.5c, cools air goes higher 21.5c, keeping temperature within gym acceptable level. regularly checked ensure units operating across gyms. occasion, get faults ventilation ac systems normal. happens, process place ensure arrange contractors attend, investigate resolve faults return systems back full working order within timely manner. member feedback reviewed, brought attention facilities team, regularly review changes make gym facilities feedback taken account making future changes. hope continue enjoy gym meantime! love take feedback service provided today. please click complete 1-minute survey! thanks, clare puregym member services",2024-03-01 16:51:00,1
London Enfield,GB,51.6517156,-0.0786839,Google,"rudest staff ever, especially manager, help issue buying day pass. blamed, spoken rudely aggressively, even accused trying sneak in. multi gym access membership pay 36.99 month for, enfield costs 25.99, complete joke. tell guys hate jobs want take anger people.",2024-02-29 17:41:13,1
London Enfield,GB,51.6517156,-0.0786839,Google,never went google keeps saying have. star annoying,2024-02-18 05:37:16,1
London Enfield,GB,51.6517156,-0.0786839,Google,"terrible experience - half time doors don’t work get accused turning classes. class always starts late, instructors don’t care don’t want there. don’t safety checks beforehand provide guidance - got injured class. would recommend.",2024-02-13 05:44:40,1
London Enfield,GB,51.6517156,-0.0786839,Google,sorry say dirty gym fresh air words explain guys.,2024-02-04 05:39:28,1
London Enfield,GB,51.6517156,-0.0786839,Google,"messiest gym i’ve ever to, couldn’t find dumbbells needed half time.",2024-01-22 17:39:29,1
London Enfield,GB,51.6517156,-0.0786839,Trustpilot,"branch regional operations manager sacked, gym extremely dirty times. male changing room soap dispenser broken month now, basic wash hand soap available all, heard customers saying they’re bringing wash hand soap. paid core membership hope would using massage chair, impossible make use it. smells rotten, dead meat, rotten milk. blue roll cleaning products hygiene equipments time unavailable throughout cleaning station, since joined puregym enfield skin boils leaving bad scars. recommend puregym enfield.",2024-01-21 16:14:00,1
London Enfield,GB,51.6517156,-0.0786839,Google,"it’s sad gym indeed. weights plates scattered around gym workout consists walking around trying find need. it’s annoying, it’s also incredibly unsafe many tripping hazards floor. since gym staff enforcing basic rules, trying set example among gym goers starting put weights place themselves, enfield pure gym continues disorganized gym area. also, past month ac working windows remained closed, bringing temperature high almost dangerous get heart rate much risk fainting. please respect members.",2024-01-14 05:36:01,2
London Enfield,GB,51.6517156,-0.0786839,Trustpilot,days sports water,2024-01-12 16:54:00,1
London Enfield,GB,51.6517156,-0.0786839,Google,"equipment usually broken didn’t even inform closing times festive period. bunch clowns, moving gym",2023-12-26 17:33:47,1
London Enfield,GB,51.6517156,-0.0786839,Google,p.t rude unprofessional data,2023-12-06 17:28:29,1
London Enfield,GB,51.6517156,-0.0786839,Trustpilot,looks like others noticing cons new layout cardio plus leg workout area. great change,2023-11-23 14:00:00,2
London Enfield,GB,51.6517156,-0.0786839,Trustpilot,"enfield gym poor gym, every time problems, need close, recommend",2023-11-07 15:46:00,1
London Enfield,GB,51.6517156,-0.0786839,Google,classes always cut short enough bookings cancelled notice. waste monthly fee rarely get good full workout. dont use gym can't comment side things.,2023-10-22 06:19:18,1
London Enfield,GB,51.6517156,-0.0786839,Trustpilot,"reason star ratings. visited gym saturday 14th october say impressed state gym. members working late definitely show respect ever. much equipment put away. number water bottles left around ridiculous use bins provided. know new management keep gym check however, state control. also ridiculous number spin bikes need repairing replacing. try four bikes find one could use spin session. great new members existing members.",2023-10-17 20:17:00,2
London Enfield,GB,51.6517156,-0.0786839,Trustpilot,"let minor children come gym sit half hour chair without anything, people sit phone minutes another series starts, people sit minutes machine without anything",2023-10-15 19:00:00,2
London Enfield,GB,51.6517156,-0.0786839,Trustpilot,"common machines work, environment girl workouts become overcrowded men,maybe make section women gym big enough that… toilet facility never tissue price paid worth it. also u didn’t answer statement toilet disgusting environment hostile ur telling check app regulate ur gym clean toilets it’s shxt hole",2023-10-15 18:23:00,2
London Enfield,GB,51.6517156,-0.0786839,Google,"worse gym whole north london. full ignorant underaged kids knowing exercise, breaking equipment, injuring members, fighting. staff members don’t care, weights left floor. zero star, avoid place.",2023-10-13 06:23:08,1
London Enfield,GB,51.6517156,-0.0786839,Google,"cleanest, equipment often broken isn’t fixed weeks, gets packed, smells funky well",2023-10-04 18:19:55,2
London Enfield,GB,51.6517156,-0.0786839,Trustpilot,"simple question...why puregym employ someone keep gym, functional zone particular tidy - especially weekends?",2023-09-17 14:14:00,2
London Enfield,GB,51.6517156,-0.0786839,Google,"bought day pass i’m visiting area. review primarily free weights area that’s use. pros: - lots regular benches dumbbells - fair range machines/racks cons: - hardly barbell weights seen, people scavenge them. - hardly barbell clips - probably saw sets whole place - spent bit time cable machines matrix brand - looking extremely tired overall impressed glad isn’t regular gym (which isn’t pure gym either).",2023-09-12 18:17:25,2
London Enfield,GB,51.6517156,-0.0786839,Google,"gym insufferably hot, walk already sweating. seems never busy fantastic. sprint machines even get set always hunt find dumbbell",2023-07-29 06:08:11,2
London Enfield,GB,51.6517156,-0.0786839,Google,"peak £22 monthly plan pointless using gym evening option. plan lets use facilities 21:00 usually packed time. aside gym oversubscribed, ventilation place terrible. two stars closest hour gym there's loads parking - thanks argos shut across road.",2023-07-06 05:59:32,2
London Enfield,GB,51.6517156,-0.0786839,Trustpilot,"recently reactivated membership off-peak package pure gym enfield, enticed affordable price £22. however, experience far satisfactory. main issue off-peak package restricts users access gym 21:00. limitation resulted overcrowding available hours, making incredibly challenging find space, machines, free weights use. defeats purpose gym membership cannot utilise facilities due excessive demand. pure gym enfield offers solution problem providing upgrade option additional £7, allowing subscribers access facilities time. however, feels like unnecessary expense overcome gym's overcrowding issue. furthermore, found standards gym disappointing. ventilation system appears inadequate, especially air conditioning operation. poor ventilation poses potential health safety risk, particularly intense workout sessions fresh airflow crucial. overall, experience pure gym enfield unsatisfactory. overcrowding issue off-peak hours, coupled need pay extra better workout experience, left disappointed. subpar ventilation system exacerbates problems raises concerns gym's commitment members' well-being. hope pure gym enfield takes issues consideration makes necessary improvements provide better experience members.",2023-07-05 23:31:00,2
London Enfield,GB,51.6517156,-0.0786839,Google,"good amount equipment. however, gym always packed time go, people never put weights back enough weights thousand people attend everyday? water run female toilets never working.",2023-06-29 05:56:56,2
London Enfield,GB,51.6517156,-0.0786839,Trustpilot,"going gym since opened & part fine, staff always polite & helpful needed recently state building obviously fell standards... gym currently closed 2nd day row there's running water... obvious inconvenience desire travel southgate cheshunt rush hour go either gyms. convenient member cheshunt enfield anyway newer gym & also free parking, also cheaper (fr. £19.99 month) enfield (fr £24.99 month). addition recent water issue, last weekend ""no hot water"" signs changing room doors, weekends ago power cut half gym darkness big hole entrance hall men's changing rooms ages. understandably machines break & use time time, busy gym expected general state building becoming run & grotty, opinion reflection lack investment buildings keep puregym. needs refurb & money spent asap!",2023-06-28 16:48:00,2
London Enfield,GB,51.6517156,-0.0786839,Google,"decent gym always packed matter time go, busy messy lucky able get want use.",2023-06-25 17:58:24,2
London Enfield,GB,51.6517156,-0.0786839,Google,"terrible, lost money lockdown, never get",2023-06-23 18:04:14,1
London Enfield,GB,51.6517156,-0.0786839,Google,everything always broken,2023-06-22 18:01:42,2
London Enfield,GB,51.6517156,-0.0786839,Trustpilot,"equipment working, packed messy, expensive enough equipment, bad lockers",2023-06-05 18:58:00,2
London Enfield,GB,51.6517156,-0.0786839,Trustpilot,always 2/3 machines broken/out use enough equipment busy gym.,2023-05-18 21:28:00,1
London Enfield,GB,51.6517156,-0.0786839,Google,"zero enforcement rules. equipment never returned, people using gym worse, zero enforcement make sure place tidy. machine attachments regularly lost missing, nothing hang again, resulting people constantly asking finished turn. several people, jumping single pods people entering without paying. surprised seen cctv often. people always recording, personal trainers also recording site time. large groups hanging around taking certain locations, meaning equipment basically limits. really annoys place, machines seem broken, new broken machine weekly. what's worse fact late evenings, time come here, people bring aux cable connect speakers play loud music. awful. people ruin place, team seem nothing it. personal trainers enforce anything.",2022-10-26 05:23:52,1
London Finchley,GB,51.5973246,-0.1805587,Trustpilot,awful experience joining. won’t let get buddy membership tried bolt friend. websites useless telling what’s issue. bought expensive day pass end. freaked multiple times payment went email pin took ages send through. absolutely awful discourages greatly using different gyms chain. email sent write review also demanding tone. rude!,2024-05-07 15:27:00,1
London Finchley,GB,51.5973246,-0.1805587,Trustpilot,"purchased day pass wrong gym, nobody available fix issue. waiting refunded, heard anyone. reached email facebook messenger.",2024-04-30 12:05:00,1
London Finchley,GB,51.5973246,-0.1805587,Google,single shower working morning luke warm. go work sweetie. get grip “pure” zorica evetovic name passed office. please contact urgently members fed human person address appalling state basic facilities !!!!,2024-04-15 19:40:27,1
London Finchley,GB,51.5973246,-0.1805587,Trustpilot,"writing bring attention incident occurred recent visit gym 18/03/2024. husband arrived training session 19:30, looking forward utilizing functional training area part workout routine. approximately minutes session, one gym instructor,jorje, approached us requested vacate functional training area scheduled session there. understand need instructors conduct sessions, taken aback manner request made. instead politely asking us make way session,jurje addressed us aggressive tone, giving us three minutes leave. disrupted workout also left us feeling uncomfortable unwelcome gym environment. loyal members pure gym, expect courteous respectful communication staff, especially enforcing gym policies. understand need accommodate scheduled sessions, believe professional considerate ways handle situations without harming people using facility. thank attention, hope addressed. thanks dana",2024-03-19 00:42:00,1
London Finchley,GB,51.5973246,-0.1805587,Google,"locker broken into, wallet stolen",2024-03-10 06:33:59,1
London Finchley,GB,51.5973246,-0.1805587,Google,"rowing machines working should..screws missing taught tension completely gone making rowing v difficult. ergo rowers batteries can't track workout. free weights thrown main floor free weights put away...staff interested putting weights away, users interested putting weights away..",2024-03-03 18:40:12,1
London Finchley,GB,51.5973246,-0.1805587,Trustpilot,simply didn’t let us even though friend bought day passes one help us,2024-02-29 13:06:00,1
London Finchley,GB,51.5973246,-0.1805587,Trustpilot,gym air conditioner system good smelly,2024-02-25 19:32:00,1
London Finchley,GB,51.5973246,-0.1805587,Trustpilot,"pay £49.99 (£29.99 first month + £20 joining fee) join app, however arrived gym banners everywhere saying 50% first month + £0 joining fee would’ve roughly worked £14.95, feel i’ve scammed £35",2024-02-13 15:35:00,1
London Finchley,GB,51.5973246,-0.1805587,Trustpilot,two guys fighting equipment. management didn’t deal incident person blame allowed enter gym continue work fact using three gym machines. decline bench sit rest on. smith machine shoulders middle room bench dumbbells. one man using three items selfish allowed carry on. management know well acted like friend that’s allowed continue. police turned deal it. afterwards two people talking incident another guy perked gave two guys attitude. place full hot heads think buy weights right argue weights. gym nothing deal people disrespecting equipment other. it’s numbers want don’t care gets hurt. shocking.,2024-02-12 22:55:00,2
London Finchley,GB,51.5973246,-0.1805587,Trustpilot,members east finchley branch. one set free weights. weights never available missing. one putting weights back holding members accountable return weights gym always mess. despite several complaints pure gym cheap buy more. ladies change rooms always smell sanitary bins always overflowing. toilets cleaned sundays always disgusting. management ignore complaints. worth joining.,2024-01-23 14:16:00,1
London Finchley,GB,51.5973246,-0.1805587,Trustpilot,"give one star actual gym deserves service deserves 0. current 50% £0 joining fee promotion code reason work online. charged additional 40£. problem. problem try getting touch team realise contact information seems useless. email address sent automated response, phone number provided takes short automatic message hangs up. awful service.",2024-01-17 20:23:00,1
London Finchley,GB,51.5973246,-0.1805587,Google,"absolutely ridiculous advertised 3day pass closing specific days, whilst also advertising open days year 24/7 turn gym closed!! doors covered red “lockers use tape” disappointed also brand standards all.",2023-12-25 06:31:25,1
London Finchley,GB,51.5973246,-0.1805587,Trustpilot,"finchley east end road advertising free day pass selected days, show gym classed 24/7 closed two days chosen day pass. front doors covered red “lockers use ”tape. impressed.",2023-12-25 00:31:00,1
London Finchley,GB,51.5973246,-0.1805587,Google,"leaving review second time pt said something directly fatphobic gym. baring mind many gyms weight loss journey around uk abroad never experienced this. many overweight people comfort eat due mental health, passive aggressive condescending comments pts reason someone returning gym! first ever class september, pt ended ab class saying big smile face front whole class, ""don't go mcdonald's kfc!"", whether trying funny embarrass shame front class, sure, regardless totally unnecessary rude. night class, gym distributing free baked goods, asked pt baked items were, replied ""oh nothing sweet"", walked off, baring mind made mention sweet things question. unfortunately already paid years membership here, continue coming gym. shame time supportive lovely pts. urge management gym remind certain pt's common decency respect!!",2023-12-09 18:20:46,2
London Finchley,GB,51.5973246,-0.1805587,Google,unsafe place robbery happening. stuff stolen locked locker manager around take charge .. staff pure gym take care situation … contact number exist .. case accident one help …,2023-11-16 06:20:43,1
London Finchley,GB,51.5973246,-0.1805587,Google,"upgrade dreadful. gym much worse studio practically useless yoga & pilates classes. lights bright, strip lighting terrible fewer mirrors before. majority studio users complained management, apparently unable change anything. none pts freelance teachers consulted changes implemented. every class starts people complaining, time lost that.",2023-11-12 18:17:28,1
London Finchley,GB,51.5973246,-0.1805587,Trustpilot,think disabling class misses unfair. happened i’m sure justification. haven’t booked single class full. also cancel one due injury - cancel within hours class excessive. doesn’t allow last minute change plan happen without warning - especially children .,2023-10-17 21:10:00,2
London Finchley,GB,51.5973246,-0.1805587,Google,"booked stretch class september 20th; person reserved session. instructor approached informed class would held person registered, would wait see anyone else joined. asked instructor informed earlier, told notify people cancel classes, advised check app see many people booked attending class, surprised two reasons: 1) responsibility headache know many people booked paying customer. 2) appears stringent guideline stating class cancelled four hours advance; therefore, even notice one booked class two hours prior, still cannot cancel it. even though given option 1:1 session, anyways offered without requiring wait cancel class may even conversation. perhaps offered since instructor noticed wet brolly raining heavily outside informed joined class office lunch hour. realise nothing instructor; simply carrying duties, pure gym needs better job alerting clients one person signed session cancel class themseles hours prior notify attendee class cannot take place. least, would squandered time, energy, money. particularly detrimental new consumers recently renovated gym! certainly recommend friends supposed take membership pure gym london finchley.",2023-09-20 19:07:20,1
London Finchley,GB,51.5973246,-0.1805587,Google,"personal thief gym. locker broken valuables taken. gym staff confirmed happened before, open padlocks, take want lock lockers. making smooth clean job! it’s funny appropriate measures put place tackle issue.",2023-09-17 19:09:17,1
London Finchley,GB,51.5973246,-0.1805587,Trustpilot,"hi i’m finchely branch member. use gym early morning , yesterday ( 4/8/2023 ) went gym saw gym closed without notification email . planning notify schedule member ? please let know opening times whether going reopen gum soon ? thanks",2023-08-05 20:02:00,1
London Finchley,GB,51.5973246,-0.1805587,Google,"visited, correction, wanted visit gym find memberships see gym facilities. fact, impossible even enter, speak human being, let alone see place. reminds reverse prison. simply welcome unless willing part money online without seeing signing for. difficult understand thinking marketing department puregym creating disaster zone entrance gym east end road, finchley. (see photo.) need check least one gym chain, way joining hell hole. *** update *** since visited north finchley branch, able talk human being, showed around, explained everything. joined north finchley engaged pt well. loss finchley.",2023-08-05 19:04:40,1
London Finchley,GB,51.5973246,-0.1805587,Trustpilot,"joined weeks ago. cornered personal trainers trying flog services, (while trying work out) asking highly personal questions ""do health conditions?""! also, classes get cancelled last minute enough people, end making journey nothing. cheap get pay for.",2023-08-05 01:10:00,2
London Finchley,GB,51.5973246,-0.1805587,Trustpilot,"enough barbells - 12” soft box nowhere found, temperature indicates aircon. don’t understand charge much.",2023-08-04 01:17:00,2
London Finchley,GB,51.5973246,-0.1805587,Google,"visited gym today encountered infuriating situation left fuming. despite crowded atmosphere, personal trainer shamelessly occupied bench smith machine whopping half hour, nobody else actually using them. make matters worse, went great lengths safeguard equipment, placing diary personal phone floor marking territory. behaviour absolutely disgraceful, especially considering gym's explicit policy encouraging equipment sharing. even astonishing, approached several individuals politely requested use machines since unoccupied, response filled sheer arrogance selfishness. truly exasperating witness actions, particularly paying use facilities, fair everyone equal access equipment. isolated incident, observed pt's engaging similar behaviour. disheartening see blatant disregard basic gym etiquette, sake reserving equipment trainee even present. understand personal trainers earn living training others, important remember paying use facilities. fair everyone equal access equipment. appreciate role personal trainers gym, becomes problem monopolise machines benches extended periods, especially clients actively utilising them. gym's policy encouraging equipment sharing place precisely ensure fairness efficiency members. strive balance personal trainers fulfill professional duties still respecting needs rights gym-goers. disheartening witness instances balance disregarded, leading frustration sense unfairness among paying members.",2023-07-05 07:00:10,1
London Finchley,GB,51.5973246,-0.1805587,Trustpilot,"booked pilates 10.15.i min. late parking available also long que entrance. get people total allowed ""no space you"" even booked 6-7 unbooked people/managed get me/. rude lucy reynolds.another lady also shouted ""don't see space you"".that made cry...i never book pilates pure gym-finchley again!!",2023-06-10 11:46:00,1
London Finchley,GB,51.5973246,-0.1805587,Trustpilot,"started week. zumba, bodyfit dance far. zumba fine (ok types, done active zumba another gym west hampstead). bodyfit also ok dance weird. first mins songs good active dance movements beginning sweat burn fat, instructor started showing us moves mat (like pilates yoga) spent much time trying explain us moves body completely cooled down. rest mins showing us steps, trying learn it. sure didnt burn single calorie. would good dance class claims burn cals bother teaching us 'spiderman' moves! also smell sweat way overpowering general cleanliness clearly lacking, many people said thing reviews nothing happened far, maybe stay way. goal lose weight gain core strength continuing happily experience studio society west hampstead.",2023-06-09 10:26:00,2
London Finchley,GB,51.5973246,-0.1805587,Google,since mar healthy. ground floor entrance weight lifting area smell mouldy. got sore throat stopped going gym.,2022-12-26 21:16:43,1
London Finchley,GB,51.5973246,-0.1805587,Google,gym undergoing mayor refit. well needed equipment becoming rather tired. instead leaving gym open minimal equipment available frustrated members gym closed. don’t really fancy breathing paint fumes dust whilst training anyway. contact pure gym refund monthly membership fee cant bothered reply.,2022-04-08 22:24:00,2
London Hayes,GB,51.6621711,0.7083861,Trustpilot,"easily one worst gyms about. there’s many basic things don’t work; none fountains, toilets drinks machines. speak management, uninterested don’t care; appear rather incompetent yet arrogant. it’s shame gym terrible, puregyms immaculate, particularly given price. many gyms time one doesn’t cut it. however, change management gym recover!",2024-03-22 09:55:00,1
London Hayes,GB,51.6621711,0.7083861,Google,"one worst gyms about. none fountains, toilets drinks machines work. speak management, uninterested don’t care; appear rather incompetent yet arrogant. it’s shame gym terrible, puregyms immaculate, particularly given price.",2024-03-21 18:00:51,1
London Hayes,GB,51.6621711,0.7083861,Trustpilot,busy doesn’t matter time go don’t get machine free wait min least,2024-03-10 22:19:00,1
London Hayes,GB,51.6621711,0.7083861,Google,"big minus gym care cleanliness, toilet stinks urine showers clogged hair, cleaner",2024-03-08 18:04:15,1
London Hayes,GB,51.6621711,0.7083861,Trustpilot,"southall pure gym disgusting, poor hygiene levels, absolutely stinks there!! booked day pass check walked seconds smell hit us bad, making unbearable even workout! overly busy, equipment everywhere! absolutely awful hygiene levels wouldn’t even touch equipment! smells urine sweat.",2024-02-06 17:58:00,1
London Hayes,GB,51.6621711,0.7083861,Trustpilot,doesn’t customer service via phone chases face book e mail annoying,2024-02-01 02:43:00,1
London Hayes,GB,51.6621711,0.7083861,Trustpilot,would recommend gym people relationships! avoid partner going gym even it’s you! girls guys looking extra affairs here! central place pimps! bf decided pick girl sleeping around gym pts! stay away here!,2024-01-23 20:48:00,1
London Hayes,GB,51.6621711,0.7083861,Google,crowded. cancel membership first day.,2024-01-10 17:51:32,1
London Hayes,GB,51.6621711,0.7083861,Google,"many people, always full terrible ventilation.",2023-12-27 17:49:27,1
London Hayes,GB,51.6621711,0.7083861,Trustpilot,many equipment order.,2023-12-26 22:31:00,2
London Hayes,GB,51.6621711,0.7083861,Trustpilot,dirty toilets chewing gum urinals days pee stains walls months literally stinks every time like suburb (needs automatic air fresheners) there’s water half time water drinking fountains forcing us drink taps washroom even area dead fleas sink area well one worst kept entrance carpet area windows extremely dirty place needs anonymous company reviewer watch place. wouldn’t recommend anyone you’re better paying somewhere else even local charitable trust gym like ‘ better’ was/is cleaner. machines wise arm curler needs new cushioning elbows. good point plenty parking descent chaps well gym employees kind helpful please take positive criticism anyone would like clean fresh smelling washroom.,2023-12-26 19:10:00,1
London Hayes,GB,51.6621711,0.7083861,Trustpilot,many issues list hot water heating charging fozen membership drinks machine working pubic hairs shower trap absolutely discusting & cheek put menbership like ur paying much leaving,2023-12-22 22:48:00,1
London Hayes,GB,51.6621711,0.7083861,Trustpilot,"truly abysmal gym hayes. i’m paying almost £40 month gym has: 1. foul rotten egg urine smell coming sinks men’s changing room. hasn’t fixed months stinks every day. 2. fountains water machines broken every day can’t fill water bottle training use yanga machine. 3. lock disabled toilet broken 4. ac broken many occasions it’s hot makes gym feel like open sauna full sweat 5. water leaks coming roof every week 6. poor equipment as: leg press machine, hack squat seated hamstring curl, despite 300+ members concurrently peak hours 3000+ members. i’ve going gym years gradually gone hill, severely past year new staff come in. new manager walks talks like hood rat doesn’t care much anything. gym constantly neglected despite much members paying use gym. £38 month extortionate horrific gym.",2023-12-21 21:46:00,1
London Hayes,GB,51.6621711,0.7083861,Google,place stank bo packed people. machines order could even get water fountain broken!!!!!!,2023-12-19 05:55:52,1
London Hayes,GB,51.6621711,0.7083861,Google,"times last week, side people cheat system bringing friends free that’s becomes crowded sometimes. enter code friend joins entry tube goes together. fair pays facility.",2023-12-17 17:49:39,1
London Hayes,GB,51.6621711,0.7083861,Google,way crowded round clock,2023-11-24 17:46:32,1
London Hayes,GB,51.6621711,0.7083861,Google,"water fountains temperamental, work one day next, changing rooms always dirty, water facilities general temperamental showers often work. water ladies changing room sink strong sewage smell. stars staff friendly poor facilities fault.",2023-11-21 17:49:01,2
London Hayes,GB,51.6621711,0.7083861,Google,i’m really disappointed puregymhayes today went closed today notice yesterday water. received email regarding closing gym today want cancel membership hayes. really disappointed hayes pure gym,2023-11-12 05:41:04,1
