End_Date,ISBN,Title,Author,Interval,Volume,Value,ASP,RRP,Binding,Imprint,Publisher_Group,Product_Class,Category
2014-08-02,9780722532935,The Alchemist,"Coelho, Paulo",201431,447,3367.2,7.5329,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2014-08-02,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201431,734,4344.45,5.9189,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2014-08-09,9780722532935,The Alchemist,"Coelho, Paulo",201432,438,3369.25,7.6924,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2014-08-09,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201432,767,4547.18,5.9285,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2014-08-16,9780722532935,The Alchemist,"Coelho, Paulo",201433,468,3629.94,7.7563,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2014-08-16,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201433,738,4430.67,6.0036,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2014-08-23,9780722532935,The Alchemist,"Coelho, Paulo",201434,454,3507.49,7.7257,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2014-08-23,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201434,640,3711.12,5.7986,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2014-08-30,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201435,706,4147.15,5.8742,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2014-08-30,9780722532935,The Alchemist,"Coelho, Paulo",201435,428,3338.77,7.8009,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2014-09-06,9780722532935,The Alchemist,"Coelho, Paulo",201436,437,3242.58,7.4201,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2014-09-06,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201436,731,4171.76,5.7069,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2014-09-13,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201437,750,4169.81,5.5597,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2014-09-13,9780722532935,The Alchemist,"Coelho, Paulo",201437,510,3779.8,7.4114,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2014-09-20,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201438,714,4186.32,5.8632,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2014-09-20,9780722532935,The Alchemist,"Coelho, Paulo",201438,489,3685.17,7.5361,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2014-09-27,9780722532935,The Alchemist,"Coelho, Paulo",201439,396,3105.43,7.842,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2014-09-27,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201439,596,3592.36,6.0274,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2014-10-04,9780722532935,The Alchemist,"Coelho, Paulo",201440,432,3332.82,7.7149,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2014-10-04,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201440,641,3843.4,5.9959,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2014-10-11,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201441,527,3241.28,6.1504,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2014-10-11,9780722532935,The Alchemist,"Coelho, Paulo",201441,447,3471.88,7.7671,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2014-10-18,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201442,527,3308.45,6.2779,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2014-10-18,9780722532935,The Alchemist,"Coelho, Paulo",201442,390,2971.79,7.62,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2014-10-25,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201443,493,3091.93,6.2717,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2014-10-25,9780722532935,The Alchemist,"Coelho, Paulo",201443,425,3270.89,7.6962,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2014-11-01,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201444,614,3795.92,6.1823,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2014-11-01,9780722532935,The Alchemist,"Coelho, Paulo",201444,414,3244.96,7.8381,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2014-11-08,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201445,585,3576.41,6.1135,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2014-11-08,9780722532935,The Alchemist,"Coelho, Paulo",201445,403,3105.72,7.7065,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2014-11-15,9780722532935,The Alchemist,"Coelho, Paulo",201446,414,3201.32,7.7327,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2014-11-15,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201446,776,4777.96,6.1572,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2014-11-22,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201447,902,5421.92,6.011,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2014-11-22,9780722532935,The Alchemist,"Coelho, Paulo",201447,344,2789.23,8.1082,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2014-11-29,9780722532935,The Alchemist,"Coelho, Paulo",201448,434,3406.07,7.8481,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2014-11-29,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201448,1131,6787.49,6.0013,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2014-12-06,9780722532935,The Alchemist,"Coelho, Paulo",201449,624,4750.87,7.6136,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2014-12-06,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201449,1432,7678.95,5.3624,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2014-12-13,9780722532935,The Alchemist,"Coelho, Paulo",201450,698,5409.38,7.7498,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2014-12-13,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201450,1638,9273.81,5.6617,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2014-12-20,9780722532935,The Alchemist,"Coelho, Paulo",201451,1188,9397.0,7.9099,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2014-12-20,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201451,1995,11897.64,5.9637,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2014-12-27,9780722532935,The Alchemist,"Coelho, Paulo",201452,1035,8696.96,8.4029,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2014-12-27,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201452,1002,6296.95,6.2844,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2015-01-03,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201501,553,2962.45,5.3571,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2015-01-03,9780722532935,The Alchemist,"Coelho, Paulo",201501,412,3304.44,8.0205,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2015-01-10,9780722532935,The Alchemist,"Coelho, Paulo",201502,467,3670.55,7.8599,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2015-01-10,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201502,553,3204.4,5.7946,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2015-01-17,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201503,654,3379.21,5.167,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2015-01-17,9780722532935,The Alchemist,"Coelho, Paulo",201503,442,3507.83,7.9363,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2015-01-24,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201504,897,4284.25,4.7762,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2015-01-24,9780722532935,The Alchemist,"Coelho, Paulo",201504,375,3015.15,8.0404,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2015-01-31,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201505,970,4320.55,4.4542,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2015-01-31,9780722532935,The Alchemist,"Coelho, Paulo",201505,446,3485.03,7.814,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2015-02-07,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201506,649,3305.83,5.0937,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2015-02-07,9780722532935,The Alchemist,"Coelho, Paulo",201506,457,3588.84,7.853,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2015-02-14,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201507,1003,4675.32,4.6613,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2015-02-14,9780722532935,The Alchemist,"Coelho, Paulo",201507,523,4209.9,8.0495,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2015-02-21,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201508,1150,5287.25,4.5976,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2015-02-21,9780722532935,The Alchemist,"Coelho, Paulo",201508,380,3106.47,8.1749,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2015-02-28,9780722532935,The Alchemist,"Coelho, Paulo",201509,410,3294.73,8.0359,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2015-02-28,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201509,1182,5413.08,4.5796,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2015-03-07,9780722532935,The Alchemist,"Coelho, Paulo",201510,391,3158.96,8.0792,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2015-03-07,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201510,1313,6210.42,4.7299,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2015-03-14,9780722532935,The Alchemist,"Coelho, Paulo",201511,372,3012.59,8.0984,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2015-03-14,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201511,1165,5474.95,4.6995,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2015-03-21,9780722532935,The Alchemist,"Coelho, Paulo",201512,354,2813.52,7.9478,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2015-03-21,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201512,1158,5354.11,4.6236,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2015-03-28,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201513,1154,5377.09,4.6595,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2015-03-28,9780722532935,The Alchemist,"Coelho, Paulo",201513,390,3137.96,8.0461,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2015-04-04,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201514,1367,6482.08,4.7418,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2015-04-04,9780722532935,The Alchemist,"Coelho, Paulo",201514,358,2908.52,8.1244,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2015-04-11,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201515,925,4305.57,4.6547,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2015-04-11,9780722532935,The Alchemist,"Coelho, Paulo",201515,315,2509.8,7.9676,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2015-04-18,9780722532935,The Alchemist,"Coelho, Paulo",201516,373,2984.26,8.0007,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2015-04-18,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201516,1026,4704.48,4.5853,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2015-04-25,9780722532935,The Alchemist,"Coelho, Paulo",201517,366,2896.66,7.9144,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2015-04-25,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201517,1025,4736.13,4.6206,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2015-05-02,9780722532935,The Alchemist,"Coelho, Paulo",201518,374,2971.44,7.945,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2015-05-02,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201518,1106,5032.57,4.5502,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2015-05-09,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201519,1122,5180.47,4.6172,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2015-05-09,9780722532935,The Alchemist,"Coelho, Paulo",201519,332,2767.14,8.3348,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2015-05-16,9780722532935,The Alchemist,"Coelho, Paulo",201520,335,2710.24,8.0903,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2015-05-16,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201520,1061,4836.59,4.5585,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2015-05-23,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201521,1119,5122.87,4.5781,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2015-05-23,9780722532935,The Alchemist,"Coelho, Paulo",201521,339,2695.0,7.9499,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2015-05-30,9780722532935,The Alchemist,"Coelho, Paulo",201522,431,3429.58,7.9573,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2015-05-30,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201522,1070,4913.14,4.5917,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2015-06-06,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201523,1183,5389.87,4.5561,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2015-06-06,9780722532935,The Alchemist,"Coelho, Paulo",201523,484,3871.2,7.9983,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2015-06-13,9780722532935,The Alchemist,"Coelho, Paulo",201524,351,2856.89,8.1393,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2015-06-13,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201524,1059,5053.31,4.7718,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2015-06-20,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201525,1095,5134.39,4.6889,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2015-06-20,9780722532935,The Alchemist,"Coelho, Paulo",201525,326,2676.52,8.2102,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2015-06-27,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201526,894,4007.15,4.4823,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2015-06-27,9780722532935,The Alchemist,"Coelho, Paulo",201526,337,2803.59,8.3193,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2015-07-04,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201527,932,4017.76,4.3109,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2015-07-04,9780722532935,The Alchemist,"Coelho, Paulo",201527,334,2774.51,8.3069,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2015-07-11,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201528,1199,5399.55,4.5034,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2015-07-11,9780722532935,The Alchemist,"Coelho, Paulo",201528,311,2562.32,8.239,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2015-07-18,9780722532935,The Alchemist,"Coelho, Paulo",201529,334,2734.37,8.1867,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2015-07-18,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201529,1332,6283.64,4.7174,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2015-07-25,9780722532935,The Alchemist,"Coelho, Paulo",201530,387,3097.96,8.0051,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2015-07-25,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201530,1331,6154.67,4.6241,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2015-08-01,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201531,1342,6253.99,4.6602,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2015-08-01,9780722532935,The Alchemist,"Coelho, Paulo",201531,390,3188.9,8.1767,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2015-08-08,9780722532935,The Alchemist,"Coelho, Paulo",201532,430,3369.95,7.8371,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2015-08-08,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201532,1408,6221.2,4.4185,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2015-08-15,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201533,1342,6149.08,4.582,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2015-08-15,9780722532935,The Alchemist,"Coelho, Paulo",201533,434,3480.64,8.0199,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2015-08-22,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201534,1425,6532.05,4.5839,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2015-08-22,9780722532935,The Alchemist,"Coelho, Paulo",201534,403,3179.92,7.8906,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2015-08-29,9780722532935,The Alchemist,"Coelho, Paulo",201535,447,3540.9,7.9215,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2015-08-29,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201535,1437,6632.21,4.6153,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2015-09-05,9780722532935,The Alchemist,"Coelho, Paulo",201536,409,3205.22,7.8367,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2015-09-05,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201536,1376,6629.93,4.8183,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2015-09-12,9780722532935,The Alchemist,"Coelho, Paulo",201537,459,3606.7,7.8577,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2015-09-12,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201537,1369,6027.9,4.4031,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2015-09-19,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201538,1328,5771.52,4.346,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2015-09-19,9780722532935,The Alchemist,"Coelho, Paulo",201538,344,2709.51,7.8765,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2015-09-26,9780722532935,The Alchemist,"Coelho, Paulo",201539,381,3025.44,7.9408,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2015-09-26,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201539,1424,6253.75,4.3917,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2015-10-03,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201540,1585,6892.74,4.3487,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2015-10-03,9780722532935,The Alchemist,"Coelho, Paulo",201540,408,3235.8,7.9309,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2015-10-10,9780722532935,The Alchemist,"Coelho, Paulo",201541,355,2869.14,8.0821,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2015-10-10,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201541,1520,6642.3,4.3699,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2015-10-17,9780722532935,The Alchemist,"Coelho, Paulo",201542,310,2555.99,8.2451,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2015-10-17,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201542,1388,6080.06,4.3804,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2015-10-24,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201543,1363,5990.74,4.3953,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2015-10-24,9780722532935,The Alchemist,"Coelho, Paulo",201543,411,3110.44,7.568,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2015-10-31,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201544,1664,7137.49,4.2894,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2015-10-31,9780722532935,The Alchemist,"Coelho, Paulo",201544,411,3190.39,7.7625,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2015-11-07,9780722532935,The Alchemist,"Coelho, Paulo",201545,397,3135.97,7.8992,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2015-11-07,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201545,1410,7767.28,5.5087,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2015-11-14,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201546,1431,7902.54,5.5224,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2015-11-14,9780722532935,The Alchemist,"Coelho, Paulo",201546,377,2957.83,7.8457,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2015-11-21,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201547,1530,8179.37,5.346,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2015-11-21,9780722532935,The Alchemist,"Coelho, Paulo",201547,423,3254.89,7.6948,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2015-11-28,9780722532935,The Alchemist,"Coelho, Paulo",201548,477,3713.42,7.7849,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2015-11-28,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201548,2467,10235.84,4.1491,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2015-12-05,9780722532935,The Alchemist,"Coelho, Paulo",201549,548,4077.86,7.4414,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
