End_Date,ISBN,Title,Author,Interval,Volume,Value,ASP,RRP,Binding,Imprint,Publisher_Group,Product_Class,Category
2018-03-24,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201812,1500,6964.85,4.6432,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2018-03-31,9780722532935,The Alchemist,"Coelho, Paulo",201813,518,4452.9,8.5963,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2018-03-31,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201813,1728,7506.44,4.344,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2018-04-07,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201814,1391,6549.82,4.7087,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2018-04-07,9780722532935,The Alchemist,"Coelho, Paulo",201814,555,4201.43,7.5701,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2018-04-14,9780722532935,The Alchemist,"Coelho, Paulo",201815,615,4073.25,6.6232,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2018-04-14,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201815,1463,6849.51,4.6818,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2018-04-21,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201816,1299,5959.43,4.5877,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2018-04-21,9780722532935,The Alchemist,"Coelho, Paulo",201816,513,3379.89,6.5885,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2018-04-28,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201817,1355,7202.23,5.3153,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2018-04-28,9780722532935,The Alchemist,"Coelho, Paulo",201817,642,4109.25,6.4007,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2018-05-05,9780722532935,The Alchemist,"Coelho, Paulo",201818,538,4123.97,7.6654,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2018-05-05,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201818,1674,7503.8,4.4826,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2018-05-12,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201819,1795,7947.86,4.4278,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2018-05-12,9780722532935,The Alchemist,"Coelho, Paulo",201819,389,3446.05,8.8587,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2018-05-19,9780722532935,The Alchemist,"Coelho, Paulo",201820,370,3263.65,8.8207,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2018-05-19,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201820,1858,7538.24,4.0572,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2018-05-26,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201821,1724,7172.41,4.1603,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2018-05-26,9780722532935,The Alchemist,"Coelho, Paulo",201821,603,4060.24,6.7334,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2018-06-02,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201822,1777,7496.74,4.2188,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2018-06-02,9780722532935,The Alchemist,"Coelho, Paulo",201822,443,3755.01,8.4763,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2018-06-09,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201823,1720,7370.13,4.285,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2018-06-09,9780722532935,The Alchemist,"Coelho, Paulo",201823,426,3691.11,8.6646,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2018-06-16,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201824,1585,7230.58,4.5619,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2018-06-16,9780722532935,The Alchemist,"Coelho, Paulo",201824,452,3930.73,8.6963,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2018-06-23,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201825,1293,6582.6,5.091,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2018-06-23,9780722532935,The Alchemist,"Coelho, Paulo",201825,416,3599.25,8.652,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2018-06-30,9780722532935,The Alchemist,"Coelho, Paulo",201826,428,3737.36,8.7321,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2018-06-30,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201826,1111,5561.37,5.0057,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2018-07-07,9780722532935,The Alchemist,"Coelho, Paulo",201827,486,4188.69,8.6187,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2018-07-07,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201827,1565,7514.53,4.8016,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2018-07-14,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201828,1753,8181.52,4.6672,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2018-07-14,9780722532935,The Alchemist,"Coelho, Paulo",201828,598,4658.9,7.7908,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2018-07-21,9780722532935,The Alchemist,"Coelho, Paulo",201829,1005,7797.66,7.7589,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2018-07-21,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201829,1962,8704.2,4.4364,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2018-07-28,9780722532935,The Alchemist,"Coelho, Paulo",201830,580,4870.34,8.3971,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2018-07-28,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201830,1832,8311.35,4.5368,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2018-08-04,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201831,1984,9211.73,4.643,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2018-08-04,9780722532935,The Alchemist,"Coelho, Paulo",201831,653,5458.5,8.3591,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2018-08-11,9780722532935,The Alchemist,"Coelho, Paulo",201832,627,5075.67,8.0952,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2018-08-11,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201832,2055,9177.81,4.4661,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2018-08-18,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201833,2003,9028.68,4.5076,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2018-08-18,9780722532935,The Alchemist,"Coelho, Paulo",201833,670,5617.01,8.3836,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2018-08-25,9780722532935,The Alchemist,"Coelho, Paulo",201834,534,4562.19,8.5434,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2018-08-25,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201834,2076,8860.04,4.2678,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2018-09-01,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201835,2171,9183.32,4.23,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2018-09-01,9780722532935,The Alchemist,"Coelho, Paulo",201835,606,5021.72,8.2867,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2018-09-08,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201836,2148,9225.1,4.2947,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2018-09-08,9780722532935,The Alchemist,"Coelho, Paulo",201836,613,4933.52,8.0482,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2018-09-15,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201837,2402,10281.95,4.2806,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2018-09-15,9780722532935,The Alchemist,"Coelho, Paulo",201837,723,4803.82,6.6443,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2018-09-22,9780722532935,The Alchemist,"Coelho, Paulo",201838,690,4497.31,6.5178,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2018-09-22,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201838,2081,9402.78,4.5184,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2018-09-29,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201839,2088,9314.4,4.4609,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2018-09-29,9780722532935,The Alchemist,"Coelho, Paulo",201839,649,5232.51,8.0624,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2018-10-06,9780722532935,The Alchemist,"Coelho, Paulo",201840,645,5251.62,8.142,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2018-10-06,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201840,2096,9299.29,4.4367,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2018-10-13,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201841,1881,8444.01,4.4891,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2018-10-13,9780722532935,The Alchemist,"Coelho, Paulo",201841,606,4934.03,8.142,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2018-10-20,9780722532935,The Alchemist,"Coelho, Paulo",201842,540,4607.82,8.533,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2018-10-20,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201842,2195,9578.29,4.3637,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2018-10-27,9780722532935,The Alchemist,"Coelho, Paulo",201843,486,4199.58,8.6411,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2018-10-27,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201843,2220,9870.8,4.4463,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2018-11-03,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201844,2126,9552.72,4.4933,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2018-11-03,9780722532935,The Alchemist,"Coelho, Paulo",201844,534,4505.42,8.4371,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2018-11-10,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201845,2224,9851.6,4.4297,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2018-11-10,9780722532935,The Alchemist,"Coelho, Paulo",201845,578,4835.13,8.3653,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2018-11-17,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201846,2543,11092.75,4.3621,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2018-11-17,9780722532935,The Alchemist,"Coelho, Paulo",201846,565,4711.92,8.3397,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2018-11-24,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201847,2733,11805.13,4.3195,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2018-11-24,9780722532935,The Alchemist,"Coelho, Paulo",201847,789,5341.33,6.7697,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2018-12-01,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201848,3088,12837.01,4.1571,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2018-12-01,9780722532935,The Alchemist,"Coelho, Paulo",201848,875,5462.48,6.2428,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2018-12-08,9780722532935,The Alchemist,"Coelho, Paulo",201849,853,6832.18,8.0096,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2018-12-08,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201849,2563,12114.52,4.7267,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2018-12-15,9780722532935,The Alchemist,"Coelho, Paulo",201850,1209,9705.2,8.0275,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2018-12-15,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201850,2100,10648.3,5.0706,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2018-12-22,9780722532935,The Alchemist,"Coelho, Paulo",201851,1698,14166.94,8.3433,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2018-12-22,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201851,3112,15012.28,4.824,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2018-12-29,9780722532935,The Alchemist,"Coelho, Paulo",201852,835,7552.29,9.0447,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2018-12-29,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201852,1066,5380.06,5.047,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2019-01-05,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201901,792,3974.64,5.0185,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2019-01-05,9780722532935,The Alchemist,"Coelho, Paulo",201901,585,4869.28,8.3236,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2019-01-12,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201902,816,4091.71,5.0144,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2019-01-12,9780722532935,The Alchemist,"Coelho, Paulo",201902,607,5079.29,8.3679,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2019-01-19,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201903,1368,6035.98,4.4123,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2019-01-19,9780722532935,The Alchemist,"Coelho, Paulo",201903,578,4868.1,8.4223,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2019-01-26,9780722532935,The Alchemist,"Coelho, Paulo",201904,495,4082.66,8.2478,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2019-01-26,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201904,1751,7370.15,4.2091,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2019-02-02,9780722532935,The Alchemist,"Coelho, Paulo",201905,658,5043.34,7.6647,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2019-02-02,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201905,1663,7091.63,4.2644,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2019-02-09,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201906,1721,7561.37,4.3936,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2019-02-09,9780722532935,The Alchemist,"Coelho, Paulo",201906,535,4273.93,7.9887,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2019-02-16,9780722532935,The Alchemist,"Coelho, Paulo",201907,518,4275.11,8.2531,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2019-02-16,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201907,1716,7636.74,4.4503,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2019-02-23,9780722532935,The Alchemist,"Coelho, Paulo",201908,456,3866.77,8.4798,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2019-02-23,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201908,1772,7725.94,4.36,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2019-03-02,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201909,1723,7538.95,4.3755,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2019-03-02,9780722532935,The Alchemist,"Coelho, Paulo",201909,504,3904.04,7.7461,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2019-03-09,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201910,1082,5090.47,4.7047,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2019-03-09,9780722532935,The Alchemist,"Coelho, Paulo",201910,516,4259.11,8.2541,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2019-03-16,9780722532935,The Alchemist,"Coelho, Paulo",201911,476,3855.9,8.1006,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2019-03-16,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201911,819,3912.54,4.7772,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2019-03-23,9780722532935,The Alchemist,"Coelho, Paulo",201912,477,3953.19,8.2876,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2019-03-23,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201912,1101,5401.08,4.9056,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2019-03-30,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201913,1341,5883.51,4.3874,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2019-03-30,9780722532935,The Alchemist,"Coelho, Paulo",201913,452,3819.06,8.4492,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2019-04-06,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201914,1727,7603.63,4.4028,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2019-04-06,9780722532935,The Alchemist,"Coelho, Paulo",201914,589,4743.25,8.0531,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2019-04-13,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201915,1962,8068.84,4.1126,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2019-04-13,9780722532935,The Alchemist,"Coelho, Paulo",201915,479,3986.93,8.3234,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2019-04-20,9780722532935,The Alchemist,"Coelho, Paulo",201916,418,3472.3,8.3069,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2019-04-20,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201916,1950,7690.55,3.9439,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2019-04-27,9780722532935,The Alchemist,"Coelho, Paulo",201917,370,3175.28,8.5818,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2019-04-27,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201917,2017,7490.32,3.7136,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2019-05-04,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201918,1991,8377.49,4.2077,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2019-05-04,9780722532935,The Alchemist,"Coelho, Paulo",201918,465,3818.17,8.2111,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2019-05-11,9780722532935,The Alchemist,"Coelho, Paulo",201919,475,3735.57,7.8644,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2019-05-11,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201919,1904,8328.43,4.3742,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2019-05-18,9780722532935,The Alchemist,"Coelho, Paulo",201920,422,3366.06,7.9764,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2019-05-18,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201920,1924,8120.12,4.2204,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2019-05-25,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201921,1833,7890.65,4.3048,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2019-05-25,9780722532935,The Alchemist,"Coelho, Paulo",201921,458,3816.24,8.3324,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2019-06-01,9780722532935,The Alchemist,"Coelho, Paulo",201922,501,4194.15,8.3716,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2019-06-01,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201922,2011,9016.48,4.4836,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2019-06-08,9780722532935,The Alchemist,"Coelho, Paulo",201923,467,3981.01,8.5246,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2019-06-08,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201923,2051,8358.0,4.0751,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2019-06-15,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201924,2305,9865.5,4.28,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2019-06-15,9780722532935,The Alchemist,"Coelho, Paulo",201924,524,4281.35,8.1705,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2019-06-22,9780722532935,The Alchemist,"Coelho, Paulo",201925,456,3919.42,8.5952,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2019-06-22,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201925,1846,8353.89,4.5254,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2019-06-29,9780722532935,The Alchemist,"Coelho, Paulo",201926,466,3972.91,8.5256,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2019-06-29,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201926,1636,8229.76,5.0304,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2019-07-06,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201927,1605,8261.23,5.1472,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2019-07-06,9780722532935,The Alchemist,"Coelho, Paulo",201927,557,4701.66,8.441,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2019-07-13,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201928,1724,8547.17,4.9578,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2019-07-13,9780722532935,The Alchemist,"Coelho, Paulo",201928,514,4339.7,8.443,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2019-07-20,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201929,1741,8760.24,5.0317,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2019-07-20,9780722532935,The Alchemist,"Coelho, Paulo",201929,512,4570.06,8.9259,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2019-07-27,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201930,1537,7653.05,4.9792,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
